origtime,latitude,longitude,depth,magnitude,rms,relocated,startRms,locChange,depthChange,timeChange,numNeighbours,neigh_meanDistToCentroid,neigh_centroidToEventDist,neigh_meanDepthDistToCentroid,neigh_centroidToEventDepthDist,ph_usedP,ph_usedS,ph_stationDistMin,ph_stationDistMedian,ph_stationDistMax,ddObs_numTTp,ddObs_numTTs,ddObs_numCCp,ddObs_numCCs,ddObs_startResidualMedian,ddObs_startResidualMAD,ddObs_finalResidualMedian,ddObs_finalResidualMAD
2021-01-11T14:41:45.484095Z,64.009944,-21.347133,1.9806,0.23,0.103,true,0.101,0.156,0.134,-0.005,62,0.409,0.082,0.126,-0.008,11,3,2.430,4.143,7.079,468,43,122,43,-0.0030,0.0074,0.0006,0.0026
2021-01-11T11:33:41.598644Z,64.056561,-21.395805,2.8268,-0.17,0.243,true,0.227,0.318,0.297,-0.043,52,0.345,0.155,0.106,0.070,7,4,3.207,5.233,7.585,182,33,124,74,-0.0001,0.0120,0.0003,0.0023
2021-01-11T11:33:33.452483Z,64.056862,-21.395312,2.7420,-0.12,0.178,true,0.150,0.348,0.441,-0.066,51,0.345,0.155,0.110,0.013,8,3,3.131,4.642,7.524,221,36,109,40,-0.0073,0.0113,-0.0005,0.0019
2021-01-11T11:32:45.948129Z,64.056437,-21.396864,2.9452,-0.03,0.214,true,0.208,0.133,0.210,-0.021,68,0.119,0.009,0.104,-0.016,10,5,3.321,5.203,7.683,359,17,234,132,0.0066,0.0124,0.0004,0.0016
2021-01-11T11:02:28.713951Z,64.058199,-21.395084,2.9370,0.16,0.137,true,0.140,0.101,0.048,-0.016,74,0.209,0.044,0.142,-0.030,10,4,3.353,5.130,7.947,257,38,340,103,0.0001,0.0137,0.0000,0.0006
2021-01-11T10:20:55.423716Z,64.062613,-21.188891,1.9775,-0.21,0.298,true,0.471,0.465,-1.383,-0.121,63,0.558,0.184,0.449,-0.056,11,2,3.144,6.690,10.221,232,27,314,38,-0.0106,0.0502,-0.0004,0.0024
2021-01-11T10:02:21.695875Z,64.058430,-21.394902,2.8069,0.10,0.198,true,0.265,0.061,0.067,-0.010,75,0.134,0.019,0.125,-0.024,10,4,3.233,5.038,7.520,371,13,278,141,0.0049,0.0118,0.0011,0.0014
2021-01-11T09:59:28.152529Z,64.058687,-21.394816,2.6616,0.23,0.293,true,0.281,0.087,0.095,-0.001,61,0.143,0.028,0.074,0.009,12,5,3.100,5.138,9.888,426,95,106,28,-0.0119,0.0144,0.0003,0.0019
2021-01-11T07:57:47.015734Z,64.059418,-21.389508,2.0776,0.09,0.136,true,0.135,0.075,0.077,0.000,63,0.097,0.006,0.050,0.010,16,4,2.594,4.916,9.599,410,47,259,24,-0.0009,0.0045,-0.0004,0.0012
2021-01-11T07:12:14.047676Z,64.058868,-21.394102,2.5861,0.02,0.077,true,1.087,0.094,-0.154,0.001,83,0.152,0.011,0.123,-0.037,9,1,3.035,5.316,7.989,357,5,237,53,0.0042,0.0017,-0.0004,0.0004
2021-01-11T07:09:52.635594Z,64.058723,-21.393926,2.4809,0.32,0.096,true,0.100,0.066,-0.023,-0.000,68,0.102,0.004,0.069,-0.015,14,3,2.930,5.551,7.945,248,1,437,103,-0.0024,0.0076,0.0002,0.0009
2021-01-11T07:07:36.882245Z,64.058556,-21.394092,2.5079,0.16,0.129,true,0.128,0.040,0.007,0.006,67,0.104,0.003,0.068,-0.022,12,4,2.950,5.172,7.935,239,4,372,118,-0.0045,0.0059,0.0009,0.0010
2021-01-11T06:52:06.581079Z,64.057756,-21.394461,2.4302,0.13,0.181,true,0.178,0.020,0.159,-0.004,61,0.110,0.023,0.068,-0.009,14,4,2.851,5.122,7.831,274,16,336,112,0.0033,0.0065,0.0001,0.0006
2021-01-11T06:39:55.68804Z,64.057331,-21.395313,2.4993,0.65,0.128,true,0.125,0.113,0.028,0.006,59,0.115,0.027,0.063,-0.013,19,3,2.905,5.161,7.852,242,8,470,87,0.0002,0.0039,0.0003,0.0009
2021-01-11T04:31:28.16101Z,64.016591,-21.415333,1.6702,0.51,0.049,true,0.052,0.091,0.002,0.009,69,0.218,0.016,0.159,-0.051,17,0,2.002,4.466,7.692,469,0,389,0,-0.0028,0.0070,0.0001,0.0015
2021-01-11T04:01:18.344847Z,64.017342,-21.414790,1.6419,0.74,0.070,true,0.065,0.126,-0.051,0.019,73,0.215,0.020,0.162,-0.037,18,1,1.991,4.573,7.601,483,21,487,2,-0.0001,0.0059,0.0012,0.0015
2021-01-11T03:50:34.361131Z,64.059054,-21.398615,2.4078,-0.43,0.219,true,0.218,0.047,-0.191,0.009,52,0.213,0.091,0.074,0.001,8,2,2.867,4.550,5.799,224,1,128,38,0.0014,0.0044,-0.0006,0.0010
2021-01-11T03:29:31.02322Z,64.051438,-21.402790,1.6753,0.42,0.101,true,0.101,0.032,-0.037,0.007,61,0.183,0.042,0.123,0.020,19,4,2.020,4.817,8.305,419,17,365,87,-0.0038,0.0114,0.0002,0.0018
2021-01-11T01:48:04.097572Z,63.953246,-21.231373,5.2647,0.18,0.398,true,0.392,0.398,0.781,-0.080,56,2.323,0.850,1.138,-0.049,12,4,6.408,13.028,16.346,178,72,322,51,-0.0064,0.0119,-0.0005,0.0021
2021-01-11T01:46:19.822096Z,64.017887,-21.414438,1.5351,0.27,0.083,true,0.084,0.077,-0.002,0.002,55,0.364,0.133,0.149,-0.098,18,3,1.902,4.675,11.628,371,38,297,20,-0.0025,0.0194,-0.0002,0.0022
2021-01-11T01:29:18.048864Z,64.019777,-21.416377,1.7429,0.17,0.230,true,0.234,0.081,-0.060,0.001,69,0.504,0.046,0.194,-0.108,14,2,2.154,4.278,7.383,531,30,209,30,0.0001,0.0084,0.0003,0.0016
2021-01-11T01:22:49.440714Z,64.019661,-21.415931,1.7248,0.23,0.302,true,0.299,0.192,0.249,-0.022,57,0.698,0.221,0.199,-0.284,12,2,2.133,4.238,6.217,353,12,162,33,0.0103,0.0264,-0.0002,0.0029
2021-01-10T22:26:03.814697Z,64.056764,-21.393977,1.9140,0.45,0.081,true,0.085,0.053,-0.008,0.001,65,0.079,0.008,0.063,0.003,16,1,2.326,4.894,7.666,381,26,325,10,0.0112,0.0095,0.0005,0.0019
2021-01-10T21:02:42.139706Z,64.052218,-21.393028,1.7905,0.38,0.099,true,0.099,0.086,0.027,0.006,57,0.173,0.042,0.107,-0.012,16,2,2.128,4.816,7.211,329,11,297,58,-0.0030,0.0039,0.0006,0.0025
2021-01-10T21:02:06.266861Z,64.052043,-21.392956,1.7767,0.68,0.123,true,0.213,0.182,-0.026,0.019,57,0.151,0.048,0.103,-0.039,18,5,2.114,5.090,9.126,274,26,297,71,-0.0037,0.0081,0.0003,0.0013
2021-01-10T19:59:22.547069Z,64.056445,-21.393215,1.8777,0.04,0.230,true,0.291,0.061,-0.125,0.013,66,0.111,0.007,0.051,0.030,11,3,2.284,4.296,7.118,314,30,195,46,0.0001,0.0050,0.0011,0.0023
2021-01-10T19:54:34.100729Z,64.060369,-21.390742,1.5803,0.26,0.112,true,0.110,0.062,-0.030,-0.004,69,0.142,0.018,0.087,-0.013,12,3,2.178,4.577,7.180,352,47,271,96,0.0002,0.0058,0.0003,0.0011
2021-01-10T18:10:36.654614Z,64.059588,-21.393078,1.8789,0.18,0.242,true,0.243,0.058,-0.034,0.023,69,0.081,0.004,0.067,-0.004,11,3,2.398,4.677,7.085,362,48,237,46,-0.0092,0.0076,-0.0004,0.0020
2021-01-10T18:02:42.148748Z,64.052316,-21.391386,1.5750,0.10,0.132,true,0.566,0.067,0.041,0.008,58,0.194,0.020,0.158,-0.059,9,4,1.925,4.218,5.123,288,21,154,102,-0.0039,0.0077,-0.0001,0.0024
2021-01-10T18:00:39.561869Z,64.059547,-21.392647,1.8580,0.45,0.127,true,0.195,0.137,0.009,0.008,59,0.131,0.028,0.080,-0.040,13,4,2.378,4.649,9.665,332,44,260,41,-0.0003,0.0046,0.0002,0.0006
2021-01-10T17:48:54.11259Z,64.061362,-21.390105,1.4773,0.33,0.125,true,0.131,0.064,0.068,-0.004,69,0.296,0.076,0.284,0.001,10,3,2.149,4.109,6.820,327,48,221,81,-0.0181,0.0172,-0.0003,0.0012
2021-01-10T17:18:35.77749Z,64.067143,-21.291059,2.5011,0.59,0.148,true,0.774,0.822,-0.911,0.050,75,1.019,0.229,0.351,-0.124,8,3,3.397,5.764,9.507,397,39,10,13,-0.0074,0.0214,-0.0005,0.0065
2021-01-10T17:17:59.003953Z,64.051292,-21.396953,1.7060,-0.17,0.246,true,0.379,0.142,-0.058,0.013,65,0.184,0.062,0.115,-0.002,9,5,2.032,4.338,5.048,291,46,212,64,-0.0032,0.0117,-0.0013,0.0028
2021-01-10T16:57:41.308225Z,64.051716,-21.392618,1.7453,1.19,0.100,true,0.096,0.047,-0.023,0.010,56,0.165,0.026,0.103,-0.010,19,3,2.083,4.854,7.752,324,13,406,102,-0.0011,0.0043,0.0001,0.0007
2021-01-10T16:46:17.237821Z,64.055198,-21.390575,1.7263,0.41,0.089,true,0.086,0.036,-0.011,0.001,74,0.132,0.022,0.064,0.005,18,3,2.121,4.960,8.132,410,13,512,112,0.0037,0.0080,0.0012,0.0022
2021-01-10T16:38:34.81765Z,64.052160,-21.391656,1.6525,0.16,0.182,true,0.234,0.124,0.067,-0.002,57,0.175,0.014,0.121,-0.056,15,5,1.998,4.871,7.919,370,25,233,97,-0.0019,0.0111,-0.0007,0.0015
2021-01-10T16:32:45.014875Z,64.052667,-21.388788,3.0154,0.16,0.159,true,0.432,0.133,-0.416,-0.265,54,0.373,0.159,0.157,-0.086,7,3,3.369,4.670,5.637,219,17,62,39,-0.1222,0.0300,0.0013,0.0035
2021-01-10T16:30:51.174855Z,64.052911,-21.391957,1.7218,1.90,0.072,true,0.073,0.106,-0.032,0.010,57,0.176,0.039,0.109,0.004,17,2,2.071,4.968,7.529,313,14,326,59,-0.0069,0.0063,-0.0001,0.0008
2021-01-10T16:29:20.639301Z,64.052778,-21.392139,1.7313,1.52,0.096,true,0.092,0.053,0.029,0.009,57,0.168,0.036,0.096,-0.020,15,3,2.078,4.744,7.077,290,14,313,108,-0.0021,0.0048,0.0004,0.0013
2021-01-10T16:25:32.548837Z,64.053949,-21.390482,1.5892,-0.00,0.151,true,0.206,0.037,-0.143,-0.004,67,0.140,0.005,0.068,-0.002,12,3,1.964,4.539,7.376,398,22,236,85,0.0015,0.0089,-0.0004,0.0020
2021-01-10T16:23:12.011343Z,64.055034,-21.389914,1.5964,0.01,0.162,true,0.160,0.071,0.004,0.012,65,0.168,0.034,0.093,-0.043,8,3,1.997,3.816,5.015,260,49,198,77,0.0031,0.0118,-0.0007,0.0020
2021-01-10T16:11:11.74338Z,64.052818,-21.389608,2.9285,0.12,0.190,true,0.499,0.362,-0.446,-0.287,62,0.209,0.028,0.156,-0.084,7,4,3.279,4.948,5.589,276,50,94,57,-0.1191,0.0167,0.0017,0.0021
2021-01-10T16:04:23.508695Z,64.056893,-21.390880,2.5514,0.13,0.139,true,0.430,0.333,-1.183,-0.189,61,0.666,0.202,0.310,-0.043,7,3,2.959,4.168,5.737,264,15,82,67,-0.1631,0.0250,0.0007,0.0042
2021-01-10T15:56:36.059256Z,64.052493,-21.392031,1.6713,0.14,0.145,true,0.167,0.037,0.010,0.020,56,0.179,0.012,0.102,-0.018,7,4,2.017,3.866,4.714,176,24,166,113,0.0055,0.0086,0.0013,0.0021
2021-01-10T15:44:11.775282Z,64.054908,-21.391710,1.7805,0.55,0.083,true,0.084,0.032,0.003,-0.001,62,0.113,0.017,0.066,0.006,18,3,2.160,4.941,8.105,347,6,409,130,0.0007,0.0032,0.0006,0.0010
2021-01-10T15:37:33.333372Z,64.061951,-21.385359,1.6957,0.75,0.112,true,0.104,0.085,-0.018,0.002,71,0.205,0.036,0.097,-0.022,20,4,2.411,5.658,8.888,328,22,519,154,-0.0020,0.0065,0.0002,0.0015
2021-01-10T15:35:50.628689Z,64.062018,-21.385276,1.6853,0.46,0.129,true,0.118,0.106,0.062,-0.000,68,0.212,0.022,0.106,-0.014,13,4,2.407,4.867,8.234,260,21,370,139,0.0002,0.0040,-0.0001,0.0014
2021-01-10T15:30:32.587498Z,64.058051,-21.390539,1.7665,0.58,0.109,true,0.100,0.110,0.019,0.006,63,0.121,0.034,0.104,0.001,19,3,2.246,5.021,8.444,471,40,276,73,0.0025,0.0073,0.0005,0.0020
2021-01-10T15:24:20.082163Z,64.059863,-21.391812,1.9765,0.64,0.113,true,0.116,0.056,-0.014,0.002,77,0.092,0.011,0.042,0.003,18,4,2.505,5.449,7.941,474,57,380,99,0.0026,0.0108,0.0010,0.0015
2021-01-10T15:21:23.135936Z,64.060671,-21.389790,1.7853,0.57,0.151,true,0.400,0.034,-0.025,-0.008,73,0.118,0.012,0.091,0.026,17,7,2.381,4.813,9.864,474,67,374,129,0.0102,0.0097,0.0001,0.0019
2021-01-10T15:20:42.846492Z,64.055593,-21.396738,0.0781,0.22,0.462,true,0.616,0.461,0.003,-0.163,61,0.864,0.259,0.365,-0.157,9,1,0.625,3.787,4.784,299,4,109,17,0.0197,0.0305,0.0011,0.0020
2021-01-10T15:16:44.150635Z,64.055625,-21.389424,1.6779,1.53,0.097,true,0.499,0.205,-0.135,0.017,58,0.101,0.015,0.070,-0.012,23,4,2.094,5.605,10.187,364,21,415,104,-0.0007,0.0067,-0.0002,0.0013
2021-01-10T15:16:00.312102Z,64.054573,-21.390930,1.7075,0.31,0.104,true,0.313,0.075,0.049,-0.002,57,0.141,0.028,0.077,-0.050,16,4,2.087,4.844,8.058,280,6,359,123,0.0014,0.0070,-0.0003,0.0022
2021-01-10T15:14:41.904437Z,64.060192,-21.390529,1.6871,0.50,0.106,true,0.099,0.198,-0.035,0.003,65,0.212,0.067,0.127,0.026,16,3,2.265,4.744,8.652,419,53,300,44,-0.0016,0.0083,-0.0005,0.0012
2021-01-10T15:14:19.707832Z,64.055270,-21.390154,1.7044,0.66,0.105,true,0.126,0.013,-0.029,0.010,78,0.136,0.030,0.063,0.003,20,5,2.105,5.124,10.244,338,23,546,169,-0.0024,0.0123,0.0013,0.0019
2021-01-10T15:13:50.18044Z,64.055720,-21.390201,1.7406,0.74,0.116,true,0.113,0.039,0.018,0.005,66,0.118,0.014,0.066,-0.006,18,4,2.150,4.974,7.596,364,26,491,130,0.0039,0.0064,0.0000,0.0012
2021-01-10T15:12:52.382186Z,64.055808,-21.390282,1.7616,1.13,0.069,true,0.069,0.020,-0.017,0.006,64,0.103,0.008,0.061,-0.003,20,2,2.172,5.154,8.208,342,3,480,83,0.0040,0.0070,0.0001,0.0013
2021-01-10T15:11:00.919187Z,64.055155,-21.390159,1.6742,0.93,0.094,true,0.091,0.014,-0.053,0.008,77,0.139,0.030,0.064,0.002,19,3,2.073,5.192,8.118,396,12,521,121,0.0001,0.0095,0.0011,0.0012
2021-01-10T15:10:33.482364Z,64.067812,-21.378540,1.1207,0.71,0.163,true,0.699,0.102,0.190,-0.036,58,0.749,0.275,0.455,-0.334,8,3,2.206,5.046,6.955,150,35,117,12,-0.0070,0.0588,0.0009,0.0045
2021-01-10T15:09:38.516973Z,64.055753,-21.390073,1.7388,0.31,0.104,true,0.102,0.035,-0.027,0.007,68,0.106,0.006,0.067,0.004,14,3,2.151,4.658,7.577,343,12,374,124,-0.0006,0.0090,0.0006,0.0013
2021-01-10T15:07:46.857329Z,64.055691,-21.389292,1.6471,0.65,0.090,true,0.086,0.030,-0.007,0.011,71,0.150,0.040,0.069,-0.021,20,3,2.068,5.424,10.172,378,14,486,118,-0.0030,0.0092,0.0005,0.0024
2021-01-10T15:05:01.649316Z,64.056293,-21.388850,1.6198,0.35,0.268,true,0.426,0.072,-0.111,0.028,78,0.147,0.033,0.080,0.028,11,6,2.063,4.285,8.238,440,34,262,143,0.0090,0.0111,-0.0003,0.0014
2021-01-10T15:04:35.855565Z,64.055991,-21.389451,1.7009,1.01,0.093,true,0.089,0.058,-0.027,0.012,65,0.110,0.012,0.070,-0.009,20,3,2.126,5.155,8.220,370,12,499,121,-0.0015,0.0053,0.0000,0.0005
2021-01-10T15:00:35.74681Z,64.059772,-21.384212,1.9846,0.12,0.289,true,0.310,0.191,0.114,0.000,69,0.143,0.034,0.083,-0.003,8,1,2.573,3.928,5.843,316,47,149,8,-0.0016,0.0142,0.0008,0.0025
2021-01-10T14:56:15.940721Z,64.056896,-21.389447,1.7570,0.27,0.305,true,0.286,0.263,0.018,0.009,66,0.133,0.030,0.090,0.017,12,4,2.205,4.430,7.696,488,22,137,67,0.0008,0.0142,-0.0006,0.0023
2021-01-10T14:50:06.441389Z,64.059932,-21.391528,1.7660,0.31,0.174,true,0.179,0.087,-0.083,0.008,69,0.096,0.001,0.082,0.001,14,5,2.317,4.764,8.635,431,49,306,49,-0.0058,0.0120,-0.0015,0.0029
2021-01-10T14:49:46.089563Z,64.061602,-21.390660,1.9360,0.48,0.149,true,0.153,0.198,-0.013,-0.002,54,0.212,0.063,0.073,0.010,9,3,2.554,4.056,6.904,243,20,176,71,-0.0021,0.0050,0.0016,0.0029
2021-01-10T14:48:17.164573Z,64.056704,-21.391834,1.7895,0.24,0.094,true,0.095,0.021,-0.006,0.002,65,0.112,0.022,0.069,-0.001,14,3,2.214,4.711,8.296,322,16,359,110,-0.0001,0.0018,0.0005,0.0013
2021-01-10T14:47:21.946008Z,64.059399,-21.391580,1.8309,-0.12,0.214,true,0.300,0.059,-0.033,0.013,56,0.083,0.006,0.067,-0.019,8,4,2.353,3.973,7.867,219,33,146,35,-0.0012,0.0140,0.0001,0.0064
2021-01-10T14:46:51.442377Z,64.060896,-21.391976,2.0081,0.04,0.236,true,0.295,0.107,-0.215,-0.005,61,0.126,0.006,0.070,-0.008,12,4,2.578,4.769,8.794,263,39,248,51,0.0042,0.0156,0.0001,0.0057
2021-01-10T14:45:47.49922Z,64.056766,-21.393015,1.8720,0.25,0.211,true,0.212,0.061,-0.024,-0.013,70,0.089,0.002,0.064,0.001,13,2,2.289,4.591,8.314,433,25,226,38,0.0047,0.0055,0.0002,0.0008
2021-01-10T14:40:04.921397Z,64.059182,-21.392374,1.9605,0.38,0.119,true,0.123,0.068,-0.025,0.003,74,0.081,0.007,0.035,0.000,16,3,2.459,4.832,7.862,485,43,304,84,0.0078,0.0176,0.0011,0.0024
2021-01-10T14:39:02.113429Z,64.057724,-21.391651,1.8190,0.71,0.084,true,0.232,0.056,-0.028,0.003,57,0.112,0.026,0.068,-0.003,20,4,2.276,5.234,8.413,309,23,419,84,0.0011,0.0074,0.0002,0.0011
2021-01-10T14:38:00.666657Z,64.056697,-21.393328,1.8611,0.14,0.313,true,0.308,0.107,-0.105,0.006,62,0.110,0.011,0.052,0.016,10,2,2.275,4.423,7.595,286,27,179,36,-0.0056,0.0127,0.0001,0.0020
2021-01-10T14:37:12.244419Z,64.058808,-21.386868,1.5972,0.24,0.092,true,0.321,0.026,-0.038,0.000,62,0.163,0.027,0.086,-0.023,18,4,2.155,5.029,13.801,330,21,266,97,0.0008,0.0052,0.0002,0.0013
2021-01-10T14:36:15.329064Z,64.068153,-21.383563,4.5544,0.31,0.768,true,0.791,0.530,-0.446,0.004,70,1.484,0.285,0.785,-0.134,10,0,5.085,6.293,7.937,309,0,175,0,-0.0056,0.0186,0.0011,0.0033
2021-01-10T14:34:59.980042Z,64.057507,-21.392008,1.8528,0.59,0.069,true,0.069,0.106,-0.023,-0.000,63,0.100,0.009,0.071,-0.001,18,2,2.299,4.937,7.699,446,20,336,43,0.0025,0.0039,0.0007,0.0012
2021-01-10T14:34:22.847625Z,64.047569,-21.402151,1.4143,0.29,0.282,true,0.357,0.381,0.349,0.044,67,0.579,0.204,0.476,-0.152,10,4,1.806,4.246,7.565,425,75,89,13,-0.0158,0.0358,0.0011,0.0036
2021-01-10T14:33:50.682468Z,64.061919,-21.387455,1.8937,0.28,0.347,true,0.357,0.026,-0.002,-0.001,65,0.127,0.016,0.077,-0.006,13,4,2.557,4.871,8.912,346,34,294,72,0.0000,0.0078,0.0002,0.0014
2021-01-10T14:32:09.517168Z,64.061752,-21.387557,1.9088,1.08,0.135,true,0.126,0.096,0.006,0.005,62,0.168,0.022,0.078,-0.007,16,2,2.561,4.901,7.069,281,22,379,70,0.0119,0.0087,0.0011,0.0016
2021-01-10T14:30:36.881507Z,64.059816,-21.390412,1.9470,0.22,0.285,true,0.287,0.073,-0.054,0.012,68,0.091,0.006,0.051,0.001,12,4,2.484,4.746,8.677,333,39,232,38,-0.0031,0.0107,0.0018,0.0029
2021-01-10T14:29:36.637047Z,64.060469,-21.389787,1.9268,0.46,0.120,true,0.171,0.169,0.058,-0.010,77,0.136,0.015,0.075,-0.000,16,4,2.498,4.861,9.906,443,46,308,115,0.0041,0.0186,0.0004,0.0047
2021-01-10T14:27:49.182442Z,64.062888,-21.384140,1.6322,0.47,0.136,true,0.229,0.098,-0.086,-0.003,69,0.290,0.098,0.129,0.019,21,7,2.427,6.028,13.358,356,46,468,142,0.0065,0.0111,-0.0000,0.0023
2021-01-10T14:27:17.557393Z,64.057072,-21.392269,1.8350,0.46,0.090,true,0.093,0.070,0.010,-0.003,66,0.097,0.011,0.070,-0.004,15,3,2.266,4.584,7.650,405,28,304,100,-0.0004,0.0052,0.0001,0.0010
2021-01-10T14:26:28.54904Z,64.058472,-21.390600,1.7746,0.39,0.054,true,0.055,0.075,-0.053,-0.002,56,0.111,0.027,0.064,-0.013,14,1,2.269,4.953,7.800,294,14,236,23,0.0013,0.0154,0.0003,0.0017
2021-01-10T14:25:46.198345Z,64.060657,-21.388141,1.8627,0.40,0.139,true,0.125,0.186,0.006,-0.000,64,0.156,0.032,0.088,-0.019,12,1,2.462,4.576,7.115,358,20,257,23,-0.0025,0.0127,-0.0009,0.0016
2021-01-10T14:24:54.584059Z,64.061085,-21.391608,2.0306,-0.00,0.251,true,0.256,0.206,-0.280,0.023,55,0.317,0.129,0.123,0.046,9,3,2.609,4.160,8.067,173,20,211,53,0.0079,0.0104,0.0004,0.0015
2021-01-10T14:24:15.786446Z,64.062194,-21.387109,1.8666,1.27,0.145,true,0.102,0.090,0.057,0.082,61,0.184,0.048,0.114,-0.022,24,5,2.551,6.546,9.804,329,35,495,104,-0.0024,0.0057,0.0003,0.0014
2021-01-10T14:23:40.243412Z,64.062493,-21.386940,1.8499,0.79,0.202,true,0.229,0.107,0.006,0.019,58,0.250,0.090,0.103,-0.019,19,6,3.076,6.202,9.771,278,79,313,100,-0.0040,0.0046,-0.0004,0.0009
2021-01-10T14:22:50.697754Z,64.060051,-21.390152,1.9671,0.33,0.337,true,0.352,0.128,-0.036,0.000,59,0.143,0.012,0.070,0.014,13,5,2.514,5.031,9.642,327,44,167,69,0.0070,0.0114,-0.0009,0.0018
2021-01-10T14:21:50.614273Z,64.059548,-21.389575,1.8025,1.14,0.069,true,0.069,0.070,-0.071,0.005,64,0.081,0.007,0.076,-0.003,20,2,2.346,5.412,7.929,419,16,381,55,-0.0002,0.0091,0.0010,0.0015
2021-01-10T14:20:46.860434Z,64.058154,-21.391402,1.8420,1.20,0.083,true,0.076,0.034,-0.064,0.014,62,0.100,0.017,0.063,-0.013,24,5,2.315,6.526,10.762,341,46,381,77,-0.0006,0.0070,-0.0000,0.0012
2021-01-10T14:20:10.591914Z,64.059744,-21.391235,1.9308,0.53,0.120,true,0.239,0.036,0.062,-0.002,68,0.086,0.005,0.078,-0.006,17,4,2.461,4.843,8.659,437,57,357,73,0.0041,0.0039,0.0001,0.0012
2021-01-10T14:17:31.499029Z,64.059564,-21.390424,1.8670,1.74,0.074,true,0.069,0.082,-0.048,0.012,77,0.087,0.012,0.066,-0.012,17,2,2.400,4.855,7.318,390,31,508,41,-0.0015,0.0071,0.0012,0.0013
2021-01-10T14:16:37.299329Z,64.060692,-21.386113,1.6449,1.72,0.085,true,0.085,0.044,-0.063,-0.004,68,0.152,0.007,0.094,0.010,20,3,2.293,5.527,8.736,380,18,409,122,0.0023,0.0054,-0.0001,0.0010
2021-01-10T14:15:47.196792Z,64.059091,-21.390623,1.8478,0.57,0.105,true,0.100,0.045,-0.016,0.008,59,0.097,0.009,0.064,-0.014,19,5,2.361,5.642,10.016,373,31,303,32,-0.0038,0.0075,0.0003,0.0020
2021-01-10T14:14:55.013382Z,64.046752,-21.423747,-0.2432,1.57,0.378,true,1.007,0.027,0.000,-0.063,51,2.156,0.979,0.553,-0.699,7,1,1.393,4.311,8.395,186,20,49,0,0.0113,0.0805,-0.0011,0.0045
2021-01-10T14:13:57.221005Z,64.059628,-21.390368,1.8564,0.78,0.108,true,1.440,0.052,0.012,0.007,62,0.097,0.004,0.070,0.006,17,4,3.318,5.894,8.635,261,41,349,64,0.0004,0.0044,0.0004,0.0012
2021-01-10T14:13:19.788353Z,64.060301,-21.390229,1.8290,1.85,0.105,true,0.105,0.024,0.004,0.003,65,0.099,0.014,0.082,0.019,17,3,2.399,4.810,7.241,383,25,392,96,0.0039,0.0065,0.0004,0.0020
2021-01-10T14:13:11.588044Z,64.061540,-21.385814,1.8102,0.42,0.385,true,1.064,0.111,-0.190,0.005,58,0.220,0.075,0.080,0.069,9,5,3.129,4.429,8.208,235,68,164,89,-0.0018,0.0103,0.0013,0.0044
2021-01-10T14:13:01.033105Z,64.061111,-21.386403,1.8097,0.40,0.240,true,0.227,0.178,-0.049,0.008,67,0.191,0.035,0.083,0.006,11,6,2.454,4.434,6.748,351,81,242,122,-0.0046,0.0074,-0.0004,0.0010
2021-01-10T14:11:54.052609Z,64.064712,-21.392080,0.7006,0.68,0.186,true,0.479,0.284,-0.016,-0.027,59,0.944,0.356,0.518,-0.045,14,2,2.213,5.893,8.958,278,20,58,12,0.0096,0.0323,0.0043,0.0047
2021-01-10T14:11:28.779291Z,64.060502,-21.386611,1.6786,0.85,0.412,true,0.404,0.091,-0.144,0.011,68,0.142,0.006,0.087,0.008,13,7,2.307,4.529,10.777,237,40,309,126,0.0042,0.0109,-0.0003,0.0012
2021-01-10T14:11:15.958475Z,64.060373,-21.385024,1.7460,1.14,0.127,true,0.109,0.086,0.134,0.011,64,0.183,0.024,0.110,-0.018,14,2,2.378,5.156,6.834,350,18,249,72,-0.0027,0.0082,0.0002,0.0020
2021-01-10T14:10:25.10578Z,64.061249,-21.388821,1.7129,2.75,0.139,true,0.178,0.080,-0.073,0.043,67,0.131,0.020,0.103,-0.021,25,4,2.354,6.751,11.187,411,16,433,71,0.0006,0.0084,-0.0006,0.0020
2021-01-10T13:59:33.843489Z,64.061285,-21.387203,1.7002,0.51,0.158,true,0.161,0.012,0.056,-0.006,65,0.160,0.039,0.112,0.017,15,4,2.360,4.779,7.033,294,28,404,123,0.0027,0.0057,0.0001,0.0011
2021-01-10T13:53:45.775533Z,64.061444,-21.385410,1.7017,0.27,0.350,true,0.387,0.097,-0.217,-0.007,65,0.199,0.050,0.078,0.018,19,8,2.389,6.217,13.657,321,51,277,102,-0.0008,0.0100,-0.0003,0.0024
2021-01-10T13:53:38.782829Z,64.060052,-21.388960,1.6627,0.70,0.154,true,0.132,0.131,-0.045,0.026,66,0.138,0.010,0.097,0.016,8,5,2.249,3.801,5.691,274,39,189,98,-0.0123,0.0206,0.0010,0.0024
2021-01-10T13:47:18.577295Z,64.060127,-21.389244,1.7100,0.01,0.148,true,0.143,0.098,-0.017,0.017,67,0.134,0.018,0.086,0.015,10,5,2.292,4.184,6.852,365,55,211,110,-0.0013,0.0087,0.0011,0.0022
2021-01-10T13:46:10.590693Z,64.060415,-21.388829,1.6701,0.03,0.126,true,0.125,0.027,0.077,-0.009,69,0.151,0.013,0.102,-0.006,9,3,2.274,3.861,5.731,313,20,203,85,-0.0045,0.0058,0.0002,0.0006
