origtime,latitude,longitude,depth,magnitude,rms,relocated,startRms,locChange,depthChange,timeChange,numNeighbours,neigh_meanDistToCentroid,neigh_centroidToEventDist,neigh_meanDepthDistToCentroid,neigh_centroidToEventDepthDist,ph_usedP,ph_usedS,ph_stationDistMin,ph_stationDistMedian,ph_stationDistMax,ddObs_numTTp,ddObs_numTTs,ddObs_numCCp,ddObs_numCCs,ddObs_startResidualMedian,ddObs_startResidualMAD,ddObs_finalResidualMedian,ddObs_finalResidualMAD
2021-01-18T02:08:29.623082Z,64.052452,-21.406127,1.7638,0.16,0.138,true,0.138,0.163,0.020,0.004,60,0.372,0.045,0.122,-0.063,13,1,2.139,4.692,7.743,400,2,158,13,-0.0031,0.0061,0.0006,0.0024
2021-01-18T00:04:55.412953Z,63.954201,-21.228338,6.4160,-0.00,0.119,true,0.339,0.453,0.751,-0.073,54,2.335,0.849,1.049,0.768,15,6,7.475,13.209,19.337,178,121,394,41,-0.0103,0.0188,-0.0003,0.0023
2021-01-17T23:59:41.27447Z,64.059676,-21.397536,2.4132,0.02,0.217,true,0.211,0.127,0.054,0.007,56,0.121,0.009,0.065,0.017,12,5,2.893,5.134,7.907,290,10,209,70,-0.0028,0.0126,-0.0009,0.0007
2021-01-17T22:07:03.061796Z,64.010477,-21.358132,2.3162,0.35,0.100,true,0.095,0.065,-0.050,0.002,79,0.387,0.089,0.254,-0.059,21,5,2.917,5.916,9.678,510,28,528,126,-0.0018,0.0068,0.0005,0.0009
2021-01-17T22:03:53.964137Z,64.010050,-21.359175,2.0919,2.12,0.123,true,0.106,0.081,-0.194,0.046,80,0.314,0.072,0.227,-0.034,24,7,2.731,6.150,11.278,584,66,550,126,0.0014,0.0085,0.0010,0.0015
2021-01-17T17:50:30.878135Z,64.015334,-21.468049,0.3787,1.20,0.095,true,0.119,0.247,-0.201,0.003,62,1.582,0.360,0.885,-0.430,26,4,1.573,8.136,19.487,588,31,261,5,0.0123,0.0216,0.0002,0.0063
2021-01-17T15:16:50.399093Z,64.052315,-21.268855,4.5051,-0.04,0.194,true,0.152,0.405,0.432,-0.057,56,0.402,0.122,0.223,-0.066,9,6,5.064,6.440,11.204,151,91,202,75,-0.0018,0.0144,-0.0008,0.0015
2021-01-17T14:07:21.069954Z,64.005757,-21.349970,1.6950,0.68,0.096,true,0.070,0.116,0.100,0.043,68,0.229,0.065,0.126,-0.033,19,2,2.237,5.235,7.900,480,17,451,39,0.0163,0.0121,0.0006,0.0022
2021-01-17T13:19:28.058344Z,64.006288,-21.355704,1.8807,0.16,0.147,true,0.136,0.346,-0.235,-0.037,76,0.279,0.075,0.228,-0.043,14,5,2.497,4.603,8.894,564,77,296,62,0.0025,0.0103,-0.0013,0.0013
2021-01-17T12:44:51.786104Z,64.061620,-21.393983,2.3576,-0.23,0.278,true,0.380,0.099,0.167,-0.012,60,0.201,0.020,0.104,0.013,8,3,2.922,4.410,5.325,261,40,144,51,0.0091,0.0115,0.0001,0.0012
2021-01-17T12:42:43.346885Z,64.095471,-21.176357,4.4050,-0.15,0.340,true,0.396,0.247,0.400,0.004,51,4.381,2.021,0.937,-0.074,11,4,5.121,7.267,12.791,219,41,156,33,0.0197,0.0232,-0.0001,0.0035
2021-01-17T12:31:19.410027Z,64.006456,-21.355226,1.8963,0.23,0.070,true,0.076,0.129,0.042,0.005,61,0.160,0.025,0.091,-0.006,17,2,2.500,4.677,8.884,492,5,306,24,0.0021,0.0167,0.0010,0.0031
2021-01-17T11:41:21.899658Z,64.007033,-21.358043,1.8155,0.30,0.128,true,0.125,0.084,-0.112,-0.007,66,0.239,0.031,0.119,0.037,13,5,2.476,4.380,8.779,398,58,235,81,0.0012,0.0073,0.0004,0.0024
2021-01-17T11:40:28.261761Z,64.011366,-21.358512,1.8019,0.05,0.103,true,0.138,0.455,-0.494,0.019,58,0.622,0.273,0.257,0.027,12,3,2.463,3.786,6.976,408,37,153,9,-0.0018,0.0072,0.0001,0.0011
2021-01-17T11:33:53.413441Z,64.047662,-21.247943,3.7319,-0.20,0.303,true,0.299,0.047,0.098,-0.003,65,0.270,0.036,0.187,-0.040,11,7,4.456,8.321,11.956,228,79,265,146,-0.0001,0.0050,0.0006,0.0016
2021-01-17T09:58:13.193405Z,64.007640,-21.343660,2.4022,0.25,0.392,true,0.388,0.070,0.477,-0.025,72,0.211,0.030,0.115,0.009,12,2,2.821,4.574,7.559,536,27,202,44,0.0002,0.0270,-0.0022,0.0027
2021-01-17T06:59:01.655368Z,64.061184,-21.393594,2.0525,0.23,0.141,true,0.227,0.109,-0.055,0.011,63,0.147,0.002,0.103,0.006,16,3,2.625,5.116,8.824,331,21,381,93,-0.0009,0.0105,0.0004,0.0011
2021-01-17T03:19:59.886675Z,64.105783,-21.337402,2.2663,0.68,0.165,true,0.451,1.572,0.064,-0.171,53,1.291,0.508,0.633,-0.965,7,0,3.221,4.541,7.449,95,0,184,0,-0.0490,0.0420,0.0008,0.0022
2021-01-17T02:27:16.258486Z,64.022569,-21.495905,4.5484,-0.17,0.091,true,0.207,0.189,1.086,-0.098,53,2.327,0.583,0.889,0.123,7,2,4.922,6.230,8.014,181,23,114,19,-0.0040,0.0045,0.0011,0.0022
2021-01-17T01:22:04.358306Z,64.059703,-21.389507,2.2991,0.13,0.189,true,0.164,0.225,0.208,-0.006,63,0.160,0.024,0.095,0.029,9,2,2.811,4.767,5.901,280,14,169,53,0.0050,0.0134,-0.0002,0.0019
2021-01-16T16:25:20.291924Z,64.017475,-21.463375,0.3640,0.80,0.124,true,0.164,0.030,-0.186,-0.028,62,1.537,0.449,0.822,-0.391,11,2,1.869,5.001,8.835,398,19,114,3,-0.0010,0.0351,-0.0034,0.0035
2021-01-16T13:11:24.832749Z,64.053106,-21.266296,3.4821,0.52,0.177,true,0.168,0.067,0.288,0.006,61,0.205,0.047,0.125,-0.062,24,5,4.044,7.390,11.628,325,43,481,137,-0.0023,0.0066,-0.0001,0.0010
2021-01-16T11:22:48.64323Z,64.053229,-21.266454,3.5091,0.59,0.168,true,0.598,0.199,0.151,-0.006,77,0.176,0.009,0.132,0.011,22,14,4.067,7.139,11.313,440,77,339,224,-0.0084,0.0166,0.0008,0.0020
2021-01-16T11:22:13.858756Z,64.053093,-21.266260,3.4972,1.13,0.207,true,0.188,0.130,0.330,0.015,64,0.199,0.018,0.151,-0.064,28,9,4.059,7.400,12.482,325,57,626,144,-0.0028,0.0082,-0.0000,0.0012
2021-01-16T10:26:51.956163Z,63.963764,-21.270432,-0.6143,0.32,0.133,true,1.633,0.528,0.000,0.078,50,2.972,1.026,0.673,-3.532,10,0,2.591,8.501,11.994,272,0,40,0,0.0421,0.0448,-0.0011,0.0021
2021-01-16T09:18:51.335193Z,64.047514,-21.378077,1.7200,0.24,0.178,true,0.161,0.035,-0.146,0.006,69,0.175,0.057,0.112,0.033,8,3,2.284,3.949,6.562,343,31,143,68,0.0025,0.0092,0.0002,0.0013
2021-01-16T08:34:13.211392Z,64.096052,-21.348031,4.1208,-0.16,0.158,true,0.192,0.077,-0.011,0.010,59,0.450,0.073,0.288,-0.024,10,4,5.042,7.306,11.878,131,7,307,92,-0.0120,0.0092,-0.0002,0.0006
2021-01-16T07:40:09.591975Z,64.055616,-21.261968,3.6223,-0.10,0.276,true,0.269,0.274,0.301,-0.051,81,0.156,0.018,0.119,0.011,7,4,4.092,5.369,8.894,184,28,289,107,0.0102,0.0091,0.0012,0.0014
2021-01-16T05:34:11.164464Z,64.048618,-21.401852,1.8191,0.20,0.128,true,0.134,0.082,-0.040,-0.000,57,0.209,0.066,0.110,0.050,15,3,2.178,4.903,7.632,335,11,259,72,0.0005,0.0132,0.0009,0.0032
2021-01-16T05:15:09.080303Z,64.008988,-21.352104,0.2862,0.02,0.368,true,0.549,0.173,-0.229,-0.225,54,0.714,0.262,0.445,-0.442,8,0,1.055,3.449,6.478,285,0,29,0,-0.0669,0.0747,-0.0008,0.0025
2021-01-16T05:15:08.848458Z,64.014790,-21.371127,2.5006,-0.06,0.134,true,0.296,0.002,-0.313,0.023,55,1.222,0.586,0.325,0.240,10,4,3.013,4.972,8.072,320,28,97,51,-0.0087,0.0117,-0.0004,0.0027
2021-01-15T22:22:20.071863Z,63.932195,-21.291356,6.1677,0.41,0.132,true,0.473,0.950,0.532,-0.143,70,1.356,0.387,0.640,0.460,24,5,6.432,14.196,21.503,289,146,660,48,-0.0096,0.0125,0.0011,0.0024
2021-01-15T12:57:31.80608Z,64.048812,-21.241326,3.3523,0.05,0.321,true,0.974,0.298,0.275,-0.026,60,0.323,0.105,0.142,-0.048,12,4,4.098,6.233,9.099,181,53,335,77,0.0026,0.0082,0.0001,0.0008
2021-01-15T12:33:24.595387Z,64.051371,-21.396389,3.7369,-0.09,0.149,true,0.395,0.326,0.254,-0.057,54,0.339,0.141,0.151,-0.047,7,3,4.063,5.307,6.562,106,27,182,45,-0.0085,0.0126,0.0006,0.0011
2021-01-15T11:54:10.839976Z,64.014400,-21.417117,2.5358,0.18,0.205,true,0.219,0.063,0.069,-0.006,73,0.309,0.066,0.324,-0.092,15,2,2.838,5.118,9.225,409,36,295,63,-0.0057,0.0091,0.0009,0.0010
2021-01-15T10:20:58.354627Z,64.063859,-21.395321,3.3302,0.05,0.172,true,0.415,0.176,-1.311,-0.149,66,1.303,0.139,0.563,0.025,7,3,3.915,5.129,6.743,196,31,180,32,0.0039,0.0209,0.0004,0.0052
2021-01-15T09:08:14.587714Z,64.014108,-21.431699,1.7186,0.30,0.147,true,1.637,0.164,0.033,-0.020,81,0.327,0.080,0.180,0.025,6,3,2.125,3.952,4.909,305,47,128,55,-0.0035,0.0058,0.0001,0.0027
2021-01-14T22:52:57.78788Z,64.058546,-21.396875,2.9377,0.07,0.240,true,0.375,0.031,0.022,-0.004,68,0.178,0.041,0.145,0.009,11,6,3.362,5.238,8.022,257,27,349,135,-0.0013,0.0099,0.0004,0.0010
2021-01-14T22:50:17.43978Z,64.058973,-21.396337,2.8129,0.90,0.087,true,0.092,0.111,-0.086,0.010,67,0.240,0.070,0.154,-0.024,21,3,3.253,6.010,8.316,319,15,551,55,-0.0048,0.0073,-0.0001,0.0008
2021-01-14T22:47:50.468351Z,64.058693,-21.396537,2.8106,1.09,0.067,true,0.068,0.098,-0.103,0.011,66,0.235,0.068,0.142,-0.010,20,2,3.243,6.159,8.340,297,12,520,82,-0.0028,0.0125,0.0008,0.0015
2021-01-14T22:42:29.448255Z,64.058135,-21.397349,2.9021,0.08,0.146,true,0.144,0.113,-0.002,-0.002,61,0.224,0.061,0.156,0.030,14,2,3.316,5.363,7.962,324,8,335,85,-0.0137,0.0056,-0.0001,0.0007
2021-01-14T19:44:32.676214Z,64.003701,-21.348364,1.5432,0.50,0.211,true,0.209,0.114,-0.140,-0.011,65,0.158,0.011,0.111,-0.002,15,6,2.132,4.526,9.166,561,63,188,46,-0.0086,0.0084,0.0018,0.0056
2021-01-14T14:07:05.953066Z,64.049490,-21.245119,3.2758,0.07,0.304,true,0.430,0.157,0.074,-0.008,56,0.278,0.078,0.097,-0.035,14,7,3.973,7.042,17.058,189,86,289,122,0.0009,0.0087,0.0004,0.0016
2021-01-14T14:01:27.614626Z,64.014349,-21.357599,1.9140,1.36,0.071,true,0.073,0.110,-0.052,0.002,61,0.441,0.111,0.158,0.052,18,3,2.589,4.912,8.303,441,31,307,44,-0.0028,0.0073,-0.0003,0.0008
2021-01-14T01:47:41.723287Z,64.064496,-21.374205,0.2528,0.09,0.162,true,0.258,0.063,0.264,-0.001,53,1.507,0.679,0.531,-0.607,10,1,1.930,4.141,6.339,253,19,121,1,0.0301,0.0410,0.0003,0.0053
2021-01-14T01:45:51.491936Z,64.063298,-21.377377,1.5966,0.52,0.142,true,2.547,0.396,0.387,0.022,58,0.702,0.268,0.340,-0.231,10,3,2.529,4.755,6.576,220,11,224,51,-0.0149,0.0154,-0.0003,0.0011
2021-01-13T21:47:31.74234Z,64.121625,-21.237118,3.2796,0.15,0.199,true,0.200,0.131,0.129,0.017,59,0.415,0.033,0.257,0.067,17,6,3.498,8.198,17.106,221,38,424,64,-0.0071,0.0082,-0.0011,0.0028
2021-01-13T19:44:10.193288Z,64.016856,-21.408009,1.9020,0.01,0.247,true,0.319,0.154,-0.079,-0.014,73,0.353,0.108,0.149,0.013,11,2,2.284,4.511,6.148,334,26,257,68,-0.0006,0.0072,-0.0002,0.0009
2021-01-13T19:43:26.372449Z,64.016972,-21.408092,1.9097,0.34,0.102,true,0.092,0.115,-0.008,-0.001,58,0.341,0.091,0.169,-0.010,19,3,2.293,4.765,9.310,415,11,321,35,0.0009,0.0057,-0.0000,0.0017
2021-01-13T18:46:17.278157Z,64.055947,-21.401757,2.3818,0.05,0.218,true,0.274,0.153,0.017,0.017,56,0.245,0.085,0.080,-0.015,14,8,2.766,5.190,11.038,269,17,243,94,0.0036,0.0168,0.0005,0.0013
2021-01-13T13:50:59.236169Z,64.061379,-21.390271,1.5712,1.35,0.089,true,0.084,0.083,0.008,0.006,61,0.249,0.072,0.182,0.019,18,1,2.228,4.952,7.081,335,9,368,27,-0.0055,0.0047,-0.0000,0.0015
2021-01-13T10:22:06.688436Z,64.014854,-21.414954,2.5577,0.28,0.154,true,0.451,0.262,-0.207,0.009,63,0.646,0.238,0.437,0.047,5,4,3.318,4.896,6.690,148,37,98,105,-0.0079,0.0062,0.0000,0.0011
2021-01-13T08:44:44.443429Z,64.014176,-21.417108,2.4311,0.35,0.100,true,0.194,0.464,-0.290,0.063,65,0.630,0.221,0.429,0.061,8,2,2.733,4.546,6.748,241,17,164,73,-0.0009,0.0174,0.0000,0.0012
2021-01-13T07:38:14.235027Z,64.020691,-21.407361,2.6714,0.13,0.399,true,0.368,0.473,1.162,-0.116,52,1.316,0.628,0.176,-0.367,7,2,3.116,4.805,5.472,268,12,16,28,0.0247,0.0786,0.0015,0.0034
2021-01-13T04:51:50.569696Z,64.011103,-21.432364,2.0978,0.23,0.114,true,0.433,0.933,-1.047,-0.104,64,0.558,0.175,0.606,0.209,4,0,2.514,3.894,4.590,157,0,37,0,-0.1350,0.0545,0.0026,0.0021
2021-01-13T04:51:16.846281Z,64.020984,-21.408836,2.0917,0.95,0.097,true,0.077,0.210,0.116,-0.016,54,0.809,0.346,0.189,0.028,17,3,2.566,4.643,7.463,328,7,346,43,-0.0019,0.0098,0.0002,0.0030
2021-01-13T04:48:13.276368Z,64.021199,-21.407296,2.0689,0.20,0.348,true,0.397,0.380,-0.764,0.087,69,0.861,0.204,0.429,0.232,11,2,2.566,4.510,7.264,358,6,136,50,0.0056,0.0156,-0.0021,0.0026
2021-01-13T04:37:31.186789Z,64.014181,-21.415153,2.7394,0.26,0.135,true,0.136,0.113,0.287,-0.023,72,0.306,0.083,0.318,-0.091,7,3,3.044,5.007,5.316,253,25,157,125,-0.0011,0.0049,-0.0002,0.0012
2021-01-12T22:21:35.851887Z,64.052626,-21.400961,2.9114,0.17,0.171,true,0.302,0.219,-0.088,0.010,74,0.177,0.010,0.094,0.001,9,4,3.246,5.039,7.898,330,18,166,29,-0.0112,0.0127,0.0001,0.0025
2021-01-12T21:32:49.448698Z,64.004954,-21.406759,1.8945,0.12,0.121,true,0.220,0.016,-0.057,0.002,57,1.365,0.614,0.192,-0.014,9,3,2.465,4.187,6.544,285,49,125,15,-0.0076,0.0139,-0.0010,0.0060
2021-01-12T20:45:30.121207Z,64.057457,-21.395047,1.8757,0.29,0.130,true,0.277,0.134,0.049,0.001,58,0.120,0.010,0.091,-0.012,10,2,2.308,4.497,7.191,335,12,121,19,-0.0015,0.0082,-0.0007,0.0014
2021-01-12T13:43:32.694396Z,64.053232,-21.403333,1.6972,0.41,0.115,true,0.115,0.030,0.070,-0.011,60,0.203,0.040,0.172,-0.023,14,3,2.057,4.694,6.974,341,12,285,71,-0.0013,0.0117,-0.0002,0.0010
2021-01-12T12:12:32.530339Z,64.058203,-21.395774,3.0414,1.75,0.218,true,0.447,0.095,-0.033,0.006,60,0.248,0.081,0.168,0.071,17,2,3.454,5.460,8.064,268,44,380,17,-0.0122,0.0135,-0.0000,0.0009
2021-01-12T12:12:21.087353Z,64.058218,-21.395350,3.0097,1.46,0.116,true,0.113,0.076,0.013,0.007,66,0.221,0.059,0.137,0.037,20,3,3.424,5.771,8.812,319,22,477,54,-0.0073,0.0090,0.0006,0.0007
2021-01-12T12:11:20.593668Z,64.058298,-21.395866,3.0938,0.20,0.521,true,0.814,0.380,0.119,0.005,59,0.328,0.133,0.162,0.066,12,3,3.508,5.814,11.222,244,15,200,54,-0.0032,0.0367,-0.0009,0.0037
2021-01-12T11:52:56.167987Z,64.080967,-21.291808,0.7846,0.19,0.104,true,0.082,0.207,-0.264,0.021,55,2.618,1.193,0.595,-0.411,12,1,1.872,4.442,6.212,412,11,105,1,-0.0005,0.0216,0.0015,0.0048
2021-01-12T11:36:20.826077Z,64.057096,-21.395384,2.5615,0.30,0.154,true,0.134,0.086,0.561,-0.019,58,0.090,0.007,0.041,0.001,12,5,2.960,4.958,7.895,307,47,199,64,0.0098,0.0108,0.0006,0.0025
2021-01-12T11:28:45.583749Z,64.057114,-21.395461,2.6470,0.25,0.210,true,0.191,0.088,0.647,-0.029,63,0.097,0.015,0.041,0.005,11,7,3.043,4.826,7.490,307,65,250,88,-0.0044,0.0069,0.0001,0.0010
2021-01-12T11:17:03.052412Z,64.057218,-21.395176,2.4757,0.69,0.102,true,0.100,0.088,-0.033,0.008,64,0.099,0.015,0.065,-0.007,17,2,2.879,5.148,7.848,221,0,522,87,-0.0036,0.0057,0.0004,0.0008
2021-01-12T11:16:33.549989Z,64.055689,-21.396870,2.4091,1.28,0.248,true,0.310,0.035,0.387,0.001,59,0.088,0.005,0.046,0.014,18,4,3.715,5.977,9.677,329,49,261,51,-0.0011,0.0063,0.0005,0.0009
2021-01-12T11:16:15.474015Z,64.055937,-21.396509,2.5195,0.52,0.100,true,0.097,0.059,0.055,-0.003,68,0.099,0.012,0.058,-0.015,19,4,2.892,5.575,10.601,221,8,534,108,0.0062,0.0062,0.0001,0.0010
2021-01-12T11:15:49.484208Z,64.056943,-21.395373,2.4731,0.33,0.316,true,0.351,0.160,0.011,0.007,64,0.137,0.025,0.080,0.019,14,6,2.870,5.851,14.389,259,35,244,97,0.0046,0.0057,0.0007,0.0013
2021-01-12T11:12:13.384445Z,64.056249,-21.395786,2.4548,0.16,0.203,true,0.270,0.113,0.357,-0.010,56,0.104,0.018,0.087,0.015,8,5,2.835,4.460,6.020,191,27,196,88,-0.0008,0.0055,0.0004,0.0012
2021-01-12T11:12:01.779784Z,64.054871,-21.398411,2.7556,0.56,0.071,true,0.072,0.091,-0.080,0.004,60,0.201,0.052,0.114,0.028,15,2,3.108,5.254,8.231,277,4,359,80,-0.0007,0.0064,0.0004,0.0009
2021-01-12T11:10:44.64991Z,64.055152,-21.398318,3.0738,0.10,0.175,true,0.245,0.306,0.290,-0.019,62,0.218,0.082,0.115,0.014,8,3,4.176,5.344,6.382,263,14,137,15,0.0020,0.0093,-0.0014,0.0029
2021-01-12T11:09:58.908808Z,64.054950,-21.398071,2.7131,1.26,0.075,true,0.293,0.057,0.117,0.004,66,0.131,0.022,0.094,-0.025,20,2,3.066,5.796,8.350,308,7,474,49,0.0017,0.0047,0.0012,0.0012
2021-01-12T11:09:13.157382Z,64.082466,-21.439946,10.8567,1.00,0.122,true,3.351,0.750,0.099,0.023,50,5.107,2.450,0.980,4.780,9,0,11.393,13.341,14.907,204,0,124,0,-0.0151,0.0364,0.0040,0.0081
2021-01-12T11:09:00.250001Z,64.054797,-21.397527,2.5915,1.08,0.196,true,1.983,0.417,-0.124,-0.032,53,0.343,0.148,0.132,-0.009,5,4,2.943,5.014,6.088,144,36,84,39,0.0056,0.0139,0.0008,0.0009
2021-01-12T11:08:34.2221Z,64.055162,-21.397383,2.6140,0.80,0.087,true,0.087,0.092,-0.075,0.008,67,0.133,0.029,0.094,-0.001,16,2,2.971,5.141,7.899,253,6,489,86,0.0011,0.0041,0.0002,0.0006
2021-01-12T11:08:23.816865Z,64.054997,-21.397488,2.5638,0.37,0.142,true,0.128,0.044,0.536,-0.023,63,0.116,0.015,0.055,0.010,11,6,2.919,4.881,7.571,313,43,195,96,0.0011,0.0060,-0.0004,0.0009
2021-01-12T11:07:47.585445Z,64.056011,-21.397341,2.6903,2.00,0.060,true,0.056,0.135,-0.065,0.020,66,0.181,0.046,0.095,0.015,19,1,3.061,5.662,8.499,312,3,534,46,-0.0015,0.0037,0.0007,0.0012
2021-01-12T11:06:15.22878Z,64.056307,-21.396915,2.6387,1.10,0.078,true,0.082,0.039,-0.038,0.001,76,0.116,0.013,0.086,-0.000,21,2,3.016,6.109,8.471,294,9,704,60,0.0043,0.0037,0.0004,0.0008
2021-01-12T11:04:35.06831Z,64.055651,-21.396751,2.6350,0.29,0.218,true,0.203,0.162,0.486,-0.044,61,0.131,0.024,0.100,0.005,13,5,3.000,5.133,7.558,341,62,250,63,-0.0011,0.0071,-0.0002,0.0010
2021-01-12T11:03:48.521354Z,64.056157,-21.397455,2.6937,0.82,0.103,true,0.097,0.130,-0.078,0.011,62,0.178,0.042,0.100,0.020,19,2,3.068,5.205,8.079,302,10,510,86,0.0009,0.0051,-0.0003,0.0015
2021-01-12T11:00:46.481307Z,64.056591,-21.397112,2.6445,0.24,0.169,true,0.155,0.159,0.407,-0.010,58,0.113,0.006,0.058,-0.005,13,6,3.028,5.160,10.610,354,22,165,120,-0.0006,0.0093,0.0001,0.0027
2021-01-12T11:00:22.067225Z,64.056820,-21.397233,2.6712,0.38,0.178,true,0.167,0.065,0.654,-0.029,63,0.080,0.001,0.043,0.015,12,5,3.059,5.020,7.018,336,47,261,73,-0.0032,0.0089,0.0005,0.0034
2021-01-12T10:56:56.419275Z,64.056245,-21.396248,2.4816,0.29,0.175,true,0.170,0.059,0.481,-0.012,64,0.097,0.017,0.046,0.007,17,6,2.861,5.119,10.561,451,25,269,69,-0.0059,0.0126,-0.0001,0.0027
2021-01-12T10:54:58.131255Z,64.056718,-21.395292,2.4873,0.42,0.149,true,0.128,0.094,0.487,-0.015,63,0.096,0.014,0.042,0.005,15,7,2.878,5.128,10.495,334,60,298,99,-0.0025,0.0084,-0.0003,0.0027
2021-01-12T10:51:29.702108Z,64.056340,-21.396262,2.5694,1.27,0.071,true,0.072,0.137,-0.127,0.013,70,0.140,0.037,0.088,-0.000,18,2,2.949,5.400,7.984,284,11,602,90,-0.0007,0.0049,0.0003,0.0006
2021-01-12T10:49:37.833772Z,64.056810,-21.396112,2.5596,0.29,0.198,true,0.184,0.181,-0.032,0.014,60,0.171,0.052,0.090,0.022,15,8,2.950,5.135,14.443,247,18,327,144,0.0119,0.0150,-0.0000,0.0012
2021-01-12T10:28:30.15199Z,64.055608,-21.397504,2.6749,0.76,0.105,true,0.153,0.051,0.162,-0.008,64,0.102,0.008,0.067,-0.013,19,4,3.039,5.616,8.408,284,17,504,104,0.0019,0.0041,0.0001,0.0005
2021-01-12T10:20:43.110539Z,64.055215,-21.398273,2.6983,-0.02,0.262,true,0.268,0.135,0.178,-0.014,71,0.100,0.013,0.059,-0.010,8,4,3.056,4.696,5.585,277,24,225,134,-0.0058,0.0108,0.0007,0.0015
2021-01-12T10:17:36.733139Z,64.055917,-21.397677,2.7260,-0.15,0.239,true,0.228,0.171,0.235,-0.034,61,0.103,0.020,0.062,-0.013,7,3,3.095,4.960,5.670,194,7,194,99,0.0063,0.0080,-0.0004,0.0010
2021-01-12T10:15:43.377632Z,64.055003,-21.398475,2.7857,0.05,0.306,true,0.297,0.068,0.089,-0.004,59,0.162,0.033,0.094,0.001,10,4,3.140,4.917,6.229,255,17,235,92,0.0027,0.0080,-0.0000,0.0005
2021-01-12T10:14:41.532687Z,64.055063,-21.398060,2.7103,0.61,0.088,true,0.086,0.028,0.163,-0.008,66,0.123,0.023,0.084,-0.011,18,3,3.065,5.416,8.361,297,8,438,90,-0.0003,0.0043,0.0002,0.0006
2021-01-12T07:06:12.670039Z,64.112316,-21.243690,4.5254,0.13,0.096,true,0.085,0.104,0.235,0.003,60,0.429,0.132,0.209,0.050,17,4,4.707,7.779,13.205,323,110,404,37,-0.0093,0.0091,-0.0010,0.0015
2021-01-12T04:13:02.47482Z,64.006100,-21.346267,1.8985,-0.01,0.110,true,0.269,0.127,-0.104,-0.004,63,0.173,0.057,0.113,-0.010,8,3,2.374,4.337,5.378,266,32,180,64,0.0005,0.0052,-0.0004,0.0010
2021-01-12T04:11:47.779779Z,64.006267,-21.346443,1.8779,0.69,0.119,true,0.112,0.066,0.053,-0.001,90,0.157,0.009,0.099,-0.019,18,3,2.353,5.516,8.989,566,44,563,59,0.0014,0.0042,-0.0005,0.0017
2021-01-12T03:58:19.271825Z,63.994879,-21.365334,1.5469,0.21,0.239,true,0.223,0.043,0.325,0.005,55,0.461,0.200,0.144,-0.164,15,1,2.626,5.528,7.629,447,1,195,33,-0.0077,0.0128,-0.0001,0.0022
2021-01-12T03:56:24.91979Z,64.006076,-21.346320,1.8481,0.67,0.242,true,0.341,0.468,0.067,0.038,65,0.385,0.104,0.207,-0.011,19,6,2.327,8.034,15.948,259,46,180,72,-0.0034,0.0176,-0.0005,0.0029
2021-01-12T03:56:19.522329Z,64.005933,-21.347658,1.8895,1.49,0.424,true,0.496,0.126,-0.043,-0.027,88,0.171,0.026,0.101,-0.016,9,2,2.385,4.163,8.051,444,36,214,52,-0.0005,0.0071,0.0010,0.0015
2021-01-12T03:55:53.06652Z,64.005798,-21.347356,1.8404,0.38,0.202,true,0.193,0.130,-0.058,-0.023,91,0.174,0.033,0.098,-0.009,14,4,2.337,4.611,7.659,522,67,459,77,0.0114,0.0136,0.0007,0.0028
2021-01-12T01:04:20.575693Z,64.061052,-21.392394,2.6376,-0.22,0.449,true,0.457,0.145,-0.078,-0.001,61,0.315,0.129,0.147,0.013,10,5,3.164,5.106,11.209,318,19,142,128,-0.0044,0.0219,-0.0002,0.0013
2021-01-12T01:03:32.109655Z,64.061327,-21.392275,2.6486,-0.06,0.245,true,0.248,0.054,-0.096,-0.004,68,0.190,0.058,0.162,-0.031,12,4,3.185,5.111,8.267,340,44,277,81,-0.0016,0.0053,0.0001,0.0006
2021-01-12T01:02:12.519743Z,64.061650,-21.391745,2.7534,-0.41,0.188,true,0.195,0.005,-0.319,0.021,59,0.411,0.153,0.185,0.090,8,3,3.297,4.894,7.374,227,14,172,81,-0.0096,0.0089,-0.0000,0.0019
2021-01-12T01:00:52.538903Z,64.061618,-21.391890,2.7296,-0.06,0.257,true,0.286,0.016,-0.289,0.008,58,0.333,0.133,0.159,0.093,10,3,3.273,4.880,7.357,225,17,237,27,-0.0051,0.0189,0.0013,0.0038
2021-01-12T01:00:44.442875Z,64.061710,-21.391888,2.6445,-0.36,0.225,true,0.224,0.062,0.021,-0.014,67,0.179,0.042,0.139,-0.005,9,3,3.198,4.556,7.328,239,37,250,75,-0.0054,0.0074,-0.0000,0.0014
2021-01-12T01:00:12.792867Z,64.061828,-21.391816,2.5898,-0.07,0.190,true,0.172,0.265,0.157,0.008,54,0.531,0.211,0.137,0.042,10,7,3.152,5.075,7.315,273,18,158,99,0.0044,0.0193,-0.0007,0.0025
2021-01-11T21:19:10.955928Z,64.056384,-21.397497,2.6905,0.14,0.123,true,0.123,0.070,0.146,-0.001,64,0.115,0.029,0.067,-0.010,17,2,3.069,5.696,8.493,284,4,496,32,-0.0010,0.0037,0.0002,0.0009
2021-01-11T14:57:24.436543Z,64.002606,-21.332231,1.9841,0.55,0.181,true,0.163,0.196,-0.383,-0.006,56,0.949,0.292,0.347,0.251,19,6,2.498,4.992,12.043,537,66,193,61,-0.0077,0.0218,0.0001,0.0041
